indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire,libelle_court,secteur,dispo_province,dispo_commune,sens,mots_cles
502,Mode de transport (%) - Motocycle/ Bicyclette,Mode de transport (%) - Motocycle/ Bicyclette,socio_economic,"Mode de transport (%) - Motocycle/ Bicyclette. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Motocycle/ Bicyclette,territoire_id,Mode de transport — Motocycle/ Bicyclette,Conditions de vie,True,True,neutre,
503,Mode de transport (%) - Voiture privée,Mode de transport (%) - Voiture privée,socio_economic,"Mode de transport (%) - Voiture privée. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Voiture privée,territoire_id,Mode de transport — Voiture privée,Conditions de vie,True,True,neutre,
504,Mode de transport (%) - Bus,Mode de transport (%) - Bus,socio_economic,"Mode de transport (%) - Bus. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Bus,territoire_id,Mode de transport — Bus,Conditions de vie,True,True,neutre,
505,Mode de transport (%) - Taxi,Mode de transport (%) - Taxi,socio_economic,"Mode de transport (%) - Taxi. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Taxi,territoire_id,Mode de transport — Taxi,Conditions de vie,True,True,neutre,
506,Mode de transport (%) - Transport de l'employeur / Etablissement,Mode de transport (%) - Transport de l'employeur / Etablissement,socio_economic,"Mode de transport (%) - Transport de l'employeur / Etablissement. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Transport de l'employeur / Etablissement,territoire_id,Mode de transport — Transport de l'employeur / Etablissement,Conditions de vie,True,True,neutre,
507,Mode de transport (%) - Train,Mode de transport (%) - Train,socio_economic,"Mode de transport (%) - Train. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Train,territoire_id,Mode de transport — Train,Conditions de vie,True,True,neutre,
508,Mode de transport (%) - Tram,Mode de transport (%) - Tram,socio_economic,"Mode de transport (%) - Tram. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Tram,territoire_id,Mode de transport — Tram,Conditions de vie,True,True,neutre,
509,Mode de transport (%) - Transport informel,Mode de transport (%) - Transport informel,socio_economic,"Mode de transport (%) - Transport informel. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Transport informel,territoire_id,Mode de transport — Transport informel,Conditions de vie,True,True,neutre,
510,Mode de transport (%) - Animaux,Mode de transport (%) - Animaux,socio_economic,"Mode de transport (%) - Animaux. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Animaux,territoire_id,Mode de transport — Animaux,Conditions de vie,True,True,neutre,
511,Mode de transport (%) - Autre,Mode de transport (%) - Autre,socio_economic,"Mode de transport (%) - Autre. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Autre,territoire_id,Mode de transport — Autre,Conditions de vie,True,True,neutre,
512,Mode de transport (%) - Ne se déplace pas,Mode de transport (%) - Ne se déplace pas,socio_economic,"Mode de transport (%) - Ne se déplace pas. Population sédentaire active occupée de 15 ans et plus, sexe Ensemble, niveau commune/province/région. Thème : socio_economic.",%,"HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA)",2024,validé,socio_economic_transport_domicile_travail,long,valeur,Mode de transport (%) - Ne se déplace pas,territoire_id,Mode de transport — Ne se déplace pas,Conditions de vie,True,True,neutre,
513,Établissements primaire public (Annuaire officiel),etab_primaire_public,education,"Nombre d'établissements scolaires — Établissements primaire public (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableau 11-5",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_primaire_public,territoire_id,Établissements primaire public (Annuaire officiel),Éducation,True,False,neutre,
514,Établissements primaire privé (Annuaire officiel),etab_primaire_prive,education,"Nombre d'établissements scolaires — Établissements primaire privé (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableau 11-15",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_primaire_prive,territoire_id,Établissements primaire privé (Annuaire officiel),Éducation,True,False,neutre,
515,Établissements primaire public + privé (Annuaire officiel),etab_primaire_total,education,"Nombre d'établissements scolaires — Établissements primaire public + privé (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableaux 11-5 et 11-15",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_primaire_total,territoire_id,Établissements primaire public + privé (Annuaire officiel),Éducation,True,False,neutre,
516,Satellites (unités scolaires) du primaire public,etab_primaire_satellites,education,"Nombre d'établissements scolaires — Satellites (unités scolaires) du primaire public. Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune). Un satellite est une unité scolaire rattachée à un établissement principal, fréquente en milieu rural.",satellites,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableau 11-5",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_primaire_satellites,territoire_id,Satellites (unités scolaires) du primaire public,Éducation,True,False,neutre,
517,Établissements collégial public (Annuaire officiel),etab_collegial_public,education,"Nombre d'établissements scolaires — Établissements collégial public (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableau 11-17",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_collegial_public,territoire_id,Établissements collégial public (Annuaire officiel),Éducation,True,False,neutre,
518,Établissements collégial privé (Annuaire officiel),etab_collegial_prive,education,"Nombre d'établissements scolaires — Établissements collégial privé (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableau 11-24",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_collegial_prive,territoire_id,Établissements collégial privé (Annuaire officiel),Éducation,True,False,neutre,
519,Établissements collégial public + privé (Annuaire officiel),etab_collegial_total,education,"Nombre d'établissements scolaires — Établissements collégial public + privé (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableaux 11-17 et 11-24",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_collegial_total,territoire_id,Établissements collégial public + privé (Annuaire officiel),Éducation,True,False,neutre,
520,Établissements qualifiant public (Annuaire officiel),etab_qualifiant_public,education,"Nombre d'établissements scolaires — Établissements qualifiant public (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableau 11-26",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_qualifiant_public,territoire_id,Établissements qualifiant public (Annuaire officiel),Éducation,True,False,neutre,
521,Établissements qualifiant privé (Annuaire officiel),etab_qualifiant_prive,education,"Nombre d'établissements scolaires — Établissements qualifiant privé (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableau 11-32",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_qualifiant_prive,territoire_id,Établissements qualifiant privé (Annuaire officiel),Éducation,True,False,neutre,
522,Établissements qualifiant public + privé (Annuaire officiel),etab_qualifiant_total,education,"Nombre d'établissements scolaires — Établissements qualifiant public + privé (Annuaire officiel). Source officielle, année scolaire 2023-2024. Disponible au niveau région et province uniquement (l'Annuaire ne descend pas à la commune).",établissements,"Annuaire Statistique du Maroc 2024 (HCP), Chapitre XI — Tableaux 11-26 et 11-32",2023-2024,actif,education_etablissements_officiel,long,valeur,etab_qualifiant_total,territoire_id,Établissements qualifiant public + privé (Annuaire officiel),Éducation,True,False,neutre,
523,Établissements avec module d'accouchement,etab_accouchement_nb,health,"Nombre d'établissements de soins de santé primaires disposant d'un module d'accouchement, recensés par la Carte Sanitaire. NE MESURE PAS la présence d'un établissement de soins : de nombreux centres de santé ruraux fonctionnent sans module d'accouchement. Un zéro signale l'absence de ce module, pas l'absence de soins. [Portée : cet indicateur dénombre un ÉQUIPEMENT ou un STATUT au sein d'établissements existants, et non les établissements eux-mêmes. Le catalogue ne contient aucun dénombrement d'établissements de soins au niveau communal : ne produire aucune affirmation sur la couverture sanitaire d'une commune.] [Traçabilité : registre exhaustif — le fichier de même source couvre les 57 provinces du Maroc, y compris celles n'ayant qu'un seul établissement. Un territoire absent du registre n'a donc aucun établissement : sa valeur est zéro, et non une donnée manquante.]",établissements,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — registres des établissements, export officiel 2024. Dénombrement des établissements recensés par territoire.",2024,denombrement,health_etablissements_denombrement,long,valeur,etab_accouchement_nb,territoire_id,Établissements avec module d'accouchement,Santé,True,True,neutre,
